,0
16593,0
14071,0
11151,0
4264,0
120180,0
114303,0
191659,0
157496,0
176375,0
258780,0
132432,0
167234,0
128563,0
236257,0
193924,0
63278,0
158544,0
39107,0
39112,0
37518,0
148253,0
2527,0
185750,0
82693,0
159625,0
161304,0
125699,0
185116,0
169299,0
225022,0
109041,0
244273,0
153341,0
180454,0
51772,0
62922,0
85459,0
87957,0
144098,0
12788,0
4619,0
149028,0
105439,0
63622,0
256163,0
70458,0
233581,0
224048,0
151413,0
145293,0
68002,0
132842,0
190685,0
228011,0
239800,0
239141,0
186991,0
14059,0
236662,0
170485,0
18766,0
187014,0
29765,0
119108,0
83222,0
130297,0
146594,0
263799,0
242895,0
166688,0
171578,0
232634,0
165808,0
153787,0
59163,0
130867,0
56718,0
105318,0
63227,0
136509,0
167652,0
57938,0
164538,0
83802,0
226011,0
99272,0
68713,0
60015,0
76642,0
200211,0
83344,0
190582,0
163212,0
101585,0
188311,0
234497,0
226202,0
259065,0
84183,0
126737,0
192088,0
262185,0
127641,0
68016,0
156523,0
105066,0
82186,0
189001,0
143063,0
79542,0
198808,0
61608,0
135922,0
211199,0
43802,0
147539,0
110723,0
163566,0
113093,0
224249,0
79441,0
203910,0
176990,0
104974,0
88848,0
228433,0
163903,0
258605,0
88332,0
117512,0
39811,0
58731,0
70305,0
147715,0
186106,0
258463,0
13030,0
1610,0
91790,0
78980,0
957,0
22985,0
35879,0
138335,0
228291,0
261589,0
205973,0
172403,0
223249,0
247818,0
108229,0
77683,0
190253,0
236621,0
21888,0
173603,0
55024,0
26967,0
208557,0
56194,0
591,0
117038,0
252358,0
149150,0
1492,0
111836,0
136640,0
93874,0
141440,0
50806,0
115696,0
44007,0
158854,0
182084,0
37442,0
235265,0
118593,0
262309,0
100792,0
24005,0
211209,0
155522,0
211,0
121520,0
133825,0
210441,0
155182,0
167405,0
41358,0
7289,0
87568,0
57033,0
245642,0
104039,0
54756,0
251038,0
236333,0
159966,0
179410,0
216151,0
54339,0
203082,0
84696,0
92755,0
238245,0
8116,0
213380,0
163118,0
39505,0
62774,0
45238,0
88469,0
117618,0
27861,0
180098,0
98760,0
235370,0
96799,0
242847,0
235407,0
244397,0
94547,0
102673,0
27179,0
144826,0
259852,0
68967,0
175938,0
198303,0
18958,0
192126,0
146433,0
245432,0
226487,0
8458,0
22694,0
197524,0
106398,0
127142,0
118824,0
210074,0
194705,0
13597,0
147129,0
247783,0
185044,0
179766,0
195114,0
212825,0
144741,0
16134,0
265410,0
249877,0
96055,0
41027,0
107925,0
157864,0
209123,0
196147,0
1947,0
260630,0
142393,0
93135,0
265379,0
131389,0
9028,0
92854,0
184943,0
148784,0
48834,0
21205,0
26379,0
43518,0
27739,0
154738,0
88304,0
131943,0
52640,0
233188,0
154676,0
216930,0
244576,0
234909,0
262813,0
179918,0
196169,0
28636,0
65340,0
28053,0
15575,0
5213,0
108174,0
148527,0
22027,0
188748,0
8037,0
202348,0
98597,0
89675,0
187291,0
208431,0
236200,0
193057,0
24771,0
207580,0
175118,0
27318,0
181085,0
117543,0
78727,0
27058,0
219116,0
97529,0
102460,0
123013,0
166159,0
181561,0
173808,0
241193,0
183093,0
136796,0
115563,0
56268,0
22836,0
170054,0
221780,0
41070,0
126032,0
136704,0
33785,0
32199,0
121138,0
64358,0
49424,0
79622,0
32156,0
127338,0
134077,0
189365,0
127616,0
125864,0
150188,0
169764,0
171317,0
135859,0
133899,0
119215,0
150335,0
13147,0
113469,0
206938,0
73578,0
74791,0
30566,0
191915,0
107654,0
168410,0
85853,0
242656,0
159747,0
63238,0
6660,0
252936,0
95795,0
179895,0
143817,0
113211,0
173638,0
191641,0
228944,0
127622,0
75483,0
115080,0
175323,0
89057,0
62567,0
117522,0
21295,0
47223,0
10329,0
203233,0
112423,0
100548,0
130878,0
72905,0
93842,0
5668,0
163758,0
32499,0
82212,0
88383,0
195696,0
43772,0
64110,0
48010,0
89673,0
204938,0
150746,0
31213,0
180797,0
9830,0
209163,0
106869,0
240345,0
253987,0
76936,0
103060,0
54021,0
223468,0
172763,0
48915,0
63363,0
188170,0
211518,0
153322,0
3763,0
167079,0
5960,0
220764,0
27208,0
76978,0
238425,0
98833,0
162394,0
51728,0
155831,0
230322,0
57079,0
37142,0
194017,0
249097,0
103771,0
152597,0
207299,0
120382,0
149182,0
116660,0
116845,0
2514,0
219858,0
35570,0
103072,0
31589,0
252714,0
223470,0
90371,0
10502,0
248576,0
4197,0
8498,0
149301,0
228586,0
44296,0
118160,0
37516,0
251487,0
79371,0
210573,0
184405,0
176323,0
10172,0
176741,0
33183,0
45966,0
172991,0
227862,0
68775,0
150180,0
243237,0
148365,0
51652,0
194113,0
47078,0
108367,0
59958,0
78439,0
141300,0
183834,0
138195,0
140629,0
46261,0
212707,0
261111,0
97830,0
117713,0
178830,0
169293,0
227660,0
138832,0
223709,0
8189,0
129910,0
255048,0
140077,0
258424,0
251884,0
14276,0
100408,0
38672,0
212652,0
218052,0
1471,0
5936,0
29129,0
192072,0
141860,0
11686,0
141572,0
170461,0
262754,0
145755,0
40977,0
226770,0
92726,0
186674,0
209098,0
219066,0
82634,0
50827,0
3471,0
24979,0
175295,0
233138,0
105203,0
25400,0
203384,0
188535,0
150981,0
107202,0
261001,0
116607,0
67209,0
104624,0
103587,0
62736,0
171285,0
145649,0
94372,0
228927,0
161422,0
224571,0
194266,0
117787,0
198465,0
256132,0
200608,0
110820,0
143394,0
178119,0
254053,0
248122,0
242954,0
82793,0
49238,0
175883,0
142666,0
132258,0
169066,0
172126,0
30943,0
157752,0
93533,0
35764,0
253332,0
228645,0
9643,0
174717,0
129745,0
137619,0
178555,0
47275,0
127468,0
11742,0
223907,0
202096,0
215676,0
143135,0
239824,0
226757,0
136329,0
202097,0
202089,0
165262,0
175525,0
53028,0
99639,0
241109,0
229028,0
232151,0
150025,0
78821,0
156140,0
251991,0
37348,0
227294,0
68358,0
200917,0
110253,0
198993,0
120604,0
266119,0
208714,0
33605,0
75045,0
169630,0
165161,0
117241,0
153925,0
44842,0
748,0
97294,0
127541,0
140791,0
120091,0
251666,0
94738,0
8221,0
244627,0
212847,0
233737,0
237398,0
173597,0
137808,0
257823,0
20304,0
123422,0
132533,0
20629,0
234208,0
228584,0
3358,0
104275,0
115913,0
137405,0
234940,0
132642,0
258774,0
122579,0
89331,0
95663,0
214438,0
96241,0
67545,0
4374,0
234258,0
234236,0
24749,0
228529,0
236622,0
255832,0
115614,0
115280,0
173394,0
165790,0
199765,0
123715,0
250016,0
71211,0
70480,0
187071,0
216441,0
145461,0
132082,0
255864,0
115204,0
137726,0
72969,0
116325,0
104492,0
51456,0
88968,0
213863,0
11478,0
221727,0
27350,0
197512,0
173426,0
133587,0
104307,0
236169,0
146996,0
72344,0
103760,0
42092,0
196842,0
145618,0
251642,0
105797,0
67419,0
41191,0
89281,0
69501,0
227775,0
187339,0
3368,0
192662,0
263767,0
89951,0
39522,0
266490,0
160355,0
147571,0
29043,0
129199,0
120977,0
183969,0
18315,0
172079,0
149655,0
252729,0
261068,0
226653,0
241163,0
8594,0
257692,0
117127,0
78424,0
85625,0
76155,0
202402,0
169307,0
176286,0
78577,0
64912,0
193201,0
169427,0
189169,0
251124,0
110156,0
176857,0
64637,0
150202,0
249110,0
125364,0
178419,0
140731,0
129331,0
209621,0
36263,0
49927,0
108873,0
201653,0
114140,0
53195,0
160392,0
178459,0
232102,0
232081,0
266966,0
261378,0
9361,0
644,0
103069,0
149361,0
258059,0
86316,0
77563,0
223659,0
109410,0
161787,0
240580,0
109423,0
93763,0
109455,0
129381,0
160495,0
25844,0
189273,0
253777,0
152734,0
62777,0
121128,0
81293,0
261844,0
243566,0
21879,0
9904,0
48471,0
264495,0
17377,0
219795,0
126702,0
190273,0
163662,0
254356,0
161249,0
94680,0
224908,0
190082,0
112136,0
55839,0
119391,0
30523,0
257507,0
30444,0
112408,0
112270,0
204642,0
151932,0
126378,0
150873,0
189292,0
84157,0
49433,0
136732,0
195856,0
29266,0
54259,0
33398,0
21676,0
202943,0
79645,0
117821,0
117319,0
242278,0
84622,0
54366,0
203173,0
32917,0
98816,0
160808,0
47811,0
128092,0
247911,0
80374,0
254727,0
56655,0
267242,0
80550,0
206286,0
161374,0
242878,0
68952,0
156728,0
130944,0
99500,0
238476,0
37978,0
58773,0
37281,0
196289,0
15927,0
238999,0
75260,0
172624,0
99383,0
223355,0
103514,0
239283,0
232823,0
52634,0
66251,0
118042,0
3277,0
99473,0
28059,0
263586,0
52560,0
52495,0
148041,0
118676,0
239118,0
256916,0
130788,0
260575,0
147681,0
93251,0
200798,0
148246,0
180020,0
99808,0
65769,0
232922,0
206217,0
10938,0
126213,0
180218,0
9484,0
21218,0
199053,0
202692,0
80331,0
231004,0
211057,0
249567,0
42061,0
23100,0
3157,0
247480,0
54519,0
85337,0
84244,0
190427,0
33561,0
15241,0
247502,0
256221,0
51395,0
215481,0
157287,0
218635,0
249638,0
375,0
61376,0
228962,0
74509,0
97738,0
32278,0
176325,0
41838,0
37702,0
64316,0
234148,0
949,0
103782,0
213559,0
951,0
206813,0
26261,0
171559,0
80980,0
80805,0
143060,0
112101,0
60706,0
254511,0
222823,0
1520,0
170721,0
160986,0
181483,0
73670,0
158910,0
42797,0
15089,0
229185,0
8194,0
175257,0
42970,0
216784,0
142840,0
55399,0
121236,0
68895,0
104967,0
99790,0
162791,0
195215,0
182077,0
73962,0
73878,0
219556,0
190167,0
254420,0
126698,0
38665,0
70035,0
16884,0
84148,0
21048,0
261420,0
242986,0
167117,0
152675,0
111184,0
187840,0
80985,0
22617,0
81031,0
205926,0
174223,0
94366,0
63830,0
224755,0
31802,0
175116,0
224684,0
83916,0
192916,0
42533,0
259083,0
68783,0
58716,0
27031,0
171137,0
191162,0
11139,0
167639,0
4401,0
67468,0
226496,0
139141,0
4894,0
100073,0
134276,0
228148,0
28418,0
61178,0
178444,0
72828,0
65941,0
22369,0
71754,0
117066,0
59759,0
164734,0
251185,0
208384,0
46755,0
129295,0
185133,0
18375,0
41010,0
266037,0
183980,0
34776,0
180944,0
138771,0
263327,0
97271,0
72251,0
106256,0
164595,0
209555,0
26122,0
184792,0
108674,0
180569,0
15516,0
239733,0
157833,0
144160,0
21420,0
251334,0
18857,0
232156,0
36736,0
26161,0
93563,0
125087,0
138896,0
201775,0
97182,0
185047,0
168311,0
89774,0
9233,0
220018,0
51566,0
22222,0
202391,0
85439,0
228287,0
199871,0
213431,0
265312,0
199227,0
47074,0
37310,0
64973,0
162592,0
144354,0
93365,0
16526,0
113665,0
78945,0
163225,0
39889,0
28975,0
75052,0
46463,0
122708,0
101790,0
68878,0
66566,0
197855,0
187789,0
61508,0
157198,0
25577,0
258388,0
144035,0
264722,0
103940,0
94569,0
68853,0
194375,0
229567,0
145504,0
157894,0
196164,0
43952,0
63420,0
135707,0
50429,0
45430,0
158787,0
92954,0
63012,0
46270,0
217609,0
92874,0
230191,0
7418,0
217681,0
62990,0
220535,0
62983,0
50288,0
142518,0
230118,0
44890,0
22479,0
25895,0
96074,0
122265,0
144171,0
100703,0
178749,0
91552,0
43962,0
50037,0
65517,0
121634,0
219436,0
233340,0
219415,0
142351,0
91603,0
48464,0
231884,0
163150,0
164444,0
165061,0
157003,0
215385,0
158127,0
178786,0
122247,0
256252,0
157460,0
50561,0
188851,0
60897,0
163404,0
218797,0
232412,0
103035,0
44824,0
122440,0
61539,0
218107,0
163157,0
177701,0
46891,0
178400,0
49375,0
178926,0
135501,0
120982,0
120723,0
177890,0
229061,0
189570,0
12003,0
64505,0
165142,0
67716,0
251570,0
144556,0
135207,0
136957,0
63668,0
102126,0
194708,0
230784,0
3921,0
26599,0
258258,0
103509,0
196943,0
48020,0
91897,0
67984,0
231279,0
261195,0
248206,0
26314,0
43656,0
221227,0
61585,0
229076,0
177803,0
158234,0
11978,0
47681,0
136877,0
230149,0
74549,0
246186,0
88339,0
131343,0
74082,0
240889,0
208217,0
151458,0
78105,0
31034,0
223824,0
17336,0
237576,0
9841,0
99819,0
186171,0
7979,0
155221,0
1072,0
260414,0
225744,0
182401,0
170613,0
74481,0
124409,0
18397,0
35170,0
10946,0
52609,0
125311,0
191602,0
124389,0
82029,0
167709,0
98021,0
109512,0
177212,0
35052,0
147853,0
131261,0
23360,0
200122,0
78130,0
99844,0
85784,0
237154,0
73180,0
109837,0
151560,0
201572,0
170706,0
82413,0
78478,0
13506,0
226591,0
34226,0
78502,0
186547,0
24713,0
98127,0
40299,0
6077,0
30898,0
193882,0
155315,0
131611,0
73609,0
73599,0
131662,0
204160,0
59064,0
160978,0
73407,0
208005,0
113737,0
252630,0
39595,0
203608,0
131801,0
123932,0
211876,0
185626,0
54938,0
55205,0
227053,0
24012,0
81397,0
87468,0
227050,0
160884,0
87484,0
261560,0
209879,0
240087,0
13596,0
87500,0
209910,0
28444,0
81480,0
24413,0
57981,0
254215,0
259395,0
160344,0
87994,0
130112,0
248962,0
31746,0
140221,0
86714,0
172346,0
28593,0
140883,0
201330,0
168560,0
172478,0
257731,0
99341,0
35926,0
201238,0
5352,0
5421,0
160394,0
81670,0
262525,0
184346,0
35584,0
185407,0
208541,0
210679,0
238737,0
18432,0
87883,0
37674,0
86311,0
23970,0
148113,0
52732,0
126454,0
74689,0
210869,0
124471,0
139020,0
119699,0
13361,0
154696,0
205407,0
13015,0
160296,0
253075,0
208807,0
180755,0
75417,0
37132,0
10499,0
182757,0
172191,0
97017,0
172644,0
238945,0
192890,0
5491,0
87694,0
107915,0
182180,0
36071,0
96556,0
162648,0
41744,0
96295,0
181285,0
23777,0
170190,0
244330,0
96286,0
141819,0
110556,0
198672,0
173796,0
105288,0
183224,0
82683,0
24906,0
246867,0
151800,0
5751,0
171727,0
255882,0
115645,0
166452,0
257892,0
244929,0
127770,0
199001,0
51502,0
151797,0
206027,0
150296,0
253799,0
132961,0
212343,0
207052,0
187206,0
110498,0
214191,0
12746,0
110725,0
137790,0
244339,0
51080,0
174010,0
224485,0
24940,0
203402,0
32478,0
170081,0
113242,0
198085,0
32443,0
214860,0
126981,0
214918,0
204532,0
215155,0
6314,0
5881,0
181378,0
245027,0
27093,0
140381,0
20336,0
266329,0
113233,0
266328,0
159634,0
204410,0
250179,0
263082,0
214277,0
127926,0
156499,0
235170,0
70028,0
236046,0
20144,0
213016,0
71680,0
243135,0
110218,0
51735,0
186818,0
236646,0
79298,0
40824,0
30759,0
153422,0
112125,0
262208,0
176894,0
146914,0
140575,0
106052,0
207114,0
181124,0
32014,0
85367,0
161610,0
176462,0
228141,0
55851,0
132490,0
98397,0
171846,0
85375,0
30574,0
9457,0
33699,0
149902,0
252294,0
236185,0
204258,0
71474,0
207215,0
244054,0
213281,0
245197,0
71558,0
33631,0
203508,0
41053,0
222369,0
71399,0
182851,0
59787,0
181052,0
126915,0
33681,0
226068,0
169964,0
136764,0
119073,0
229976,0
178158,0
149698,0
164176,0
259498,0
206301,0
242777,0
223863,0
164402,0
241432,0
56648,0
34088,0
25726,0
101471,0
127654,0
161325,0
257332,0
253514,0
125763,0
139462,0
10239,0
241753,0
203473,0
6404,0
244870,0
49691,0
160730,0
191993,0
176336,0
114095,0
102325,0
128491,0
34881,0
99191,0
98987,0
218903,0
245472,0
21696,0
56891,0
53586,0
177825,0
129091,0
224663,0
230847,0
176939,0
121089,0
53358,0
261861,0
102306,0
47325,0
126003,0
33767,0
202236,0
119936,0
6518,0
218884,0
78437,0
197928,0
36079,0
228171,0
82486,0
265526,0
123538,0
188190,0
115422,0
115458,0
151730,0
252318,0
134290,0
134195,0
264829,0
105812,0
138068,0
222038,0
165504,0
204752,0
62947,0
122363,0
237014,0
190261,0
94650,0
193932,0
151593,0
222375,0
4867,0
108825,0
222290,0
67523,0
1251,0
132404,0
229106,0
89444,0
199508,0
55895,0
212823,0
251676,0
254381,0
235903,0
174297,0
166014,0
257084,0
248449,0
42534,0
197798,0
115962,0
235134,0
4570,0
266310,0
100216,0
230198,0
68868,0
51065,0
165868,0
228719,0
187752,0
116163,0
104636,0
51170,0
163715,0
156387,0
105519,0
95896,0
60007,0
105488,0
22776,0
68477,0
70778,0
116288,0
159700,0
90493,0
70576,0
221786,0
221290,0
228519,0
215396,0
123786,0
30777,0
263733,0
38301,0
63753,0
75431,0
121948,0
6711,0
7635,0
75351,0
26223,0
244797,0
130660,0
186409,0
138591,0
23127,0
227468,0
154859,0
163945,0
24440,0
258453,0
75554,0
36460,0
76585,0
205694,0
209400,0
83809,0
94402,0
135336,0
176155,0
58219,0
43313,0
121872,0
159164,0
217443,0
227220,0
3275,0
192861,0
148145,0
150769,0
227904,0
67123,0
162367,0
165106,0
52189,0
11860,0
157323,0
256966,0
147506,0
131877,0
193909,0
233046,0
52143,0
66800,0
27898,0
112596,0
122091,0
147849,0
188605,0
167560,0
107052,0
118616,0
39020,0
232970,0
98301,0
98404,0
7953,0
98314,0
192924,0
55702,0
56086,0
8004,0
248149,0
230025,0
139803,0
49191,0
62809,0
23691,0
54975,0
62831,0
225789,0
192870,0
230116,0
56362,0
224576,0
136645,0
119302,0
13240,0
160984,0
195191,0
55480,0
249450,0
192437,0
225384,0
192408,0
53010,0
62733,0
230017,0
175963,0
194674,0
265510,0
248676,0
228083,0
118542,0
257852,0
95643,0
193949,0
138270,0
193940,0
138282,0
222524,0
162388,0
162385,0
100711,0
248732,0
61424,0
138359,0
52232,0
59007,0
24613,0
12629,0
50354,0
193797,0
229211,0
12623,0
222906,0
95554,0
51788,0
250076,0
51767,0
7746,0
120523,0
60629,0
96087,0
221440,0
96079,0
100345,0
51027,0
60734,0
159609,0
221677,0
228629,0
191186,0
2485,0
60857,0
120669,0
120565,0
120402,0
194439,0
194536,0
95813,0
100153,0
177364,0
96408,0
95784,0
138137,0
24759,0
95779,0
229080,0
222922,0
12891,0
58663,0
53959,0
57939,0
229626,0
223540,0
118985,0
49708,0
195035,0
57733,0
264616,0
121033,0
250648,0
190444,0
24219,0
53932,0
62600,0
120923,0
159007,0
23468,0
94989,0
193144,0
139307,0
140453,0
54267,0
13453,0
3133,0
192260,0
229990,0
23567,0
264587,0
53340,0
194964,0
249916,0
3665,0
222993,0
261584,0
61584,0
58564,0
227471,0
52683,0
194784,0
138615,0
99517,0
223158,0
7851,0
96999,0
137119,0
120078,0
99279,0
2709,0
176126,0
52991,0
159169,0
161954,0
138825,0
3682,0
223442,0
12574,0
194899,0
95342,0
223450,0
229595,0
22990,0
122971,0
19598,0
263804,0
155603,0
207066,0
110429,0
40447,0
236615,0
123623,0
40553,0
113360,0
242104,0
255763,0
207013,0
179708,0
169717,0
236680,0
115378,0
252396,0
252388,0
266479,0
89638,0
40912,0
173535,0
40926,0
128393,0
213139,0
146745,0
150487,0
169635,0
72584,0
242256,0
128612,0
85388,0
183645,0
153367,0
186292,0
147354,0
73320,0
85284,0
183548,0
207232,0
212027,0
245201,0
39887,0
106526,0
186625,0
27688,0
72846,0
236887,0
132087,0
18002,0
113417,0
15553,0
132194,0
106302,0
132216,0
110389,0
113407,0
236300,0
252303,0
11598,0
214242,0
255962,0
198613,0
255973,0
245577,0
9553,0
42251,0
27117,0
126218,0
105182,0
179308,0
214232,0
305,0
203385,0
263079,0
198426,0
145939,0
152836,0
126288,0
133405,0
42598,0
1502,0
171368,0
253999,0
206155,0
179210,0
259,0
115804,0
15258,0
213254,0
105565,0
186950,0
236066,0
41306,0
89971,0
32985,0
110728,0
187017,0
132860,0
110733,0
187114,0
262168,0
252204,0
255886,0
203305,0
70896,0
198906,0
113229,0
110766,0
70792,0
252145,0
242494,0
242506,0
246782,0
166258,0
90507,0
115771,0
106683,0
211691,0
181091,0
154456,0
75987,0
109435,0
154367,0
239378,0
6694,0
125275,0
185080,0
240632,0
253119,0
180416,0
75753,0
184117,0
5543,0
201045,0
149545,0
36986,0
154489,0
239152,0
78022,0
185121,0
579,0
75340,0
15932,0
10797,0
9217,0
185286,0
76046,0
172534,0
39486,0
180671,0
262536,0
86390,0
184323,0
35465,0
5454,0
125194,0
86454,0
172259,0
168722,0
125105,0
240128,0
208668,0
245559,0
76201,0
707,0
184569,0
125084,0
35953,0
77469,0
168641,0
172204,0
148872,0
36352,0
9371,0
201234,0
168979,0
124627,0
168082,0
210530,0
34220,0
88115,0
15813,0
38473,0
154970,0
88162,0
211136,0
74274,0
172851,0
6794,0
74211,0
88259,0
237920,0
125583,0
183972,0
15781,0
124266,0
155070,0
211297,0
128880,0
106956,0
39192,0
186163,0
88734,0
113573,0
73666,0
200058,0
211103,0
211062,0
211059,0
107397,0
85956,0
183945,0
37541,0
148240,0
241021,0
255050,0
124558,0
130709,0
37665,0
253591,0
37685,0
78317,0
149703,0
167924,0
78323,0
109810,0
37928,0
37984,0
107538,0
16457,0
74452,0
238384,0
85627,0
15844,0
245326,0
80847,0
133226,0
214653,0
174821,0
170742,0
127161,0
46472,0
174807,0
244010,0
232073,0
232053,0
196129,0
265967,0
17261,0
30785,0
151635,0
231993,0
26027,0
144520,0
262798,0
247701,0
93766,0
196098,0
244089,0
103022,0
143854,0
231789,0
218143,0
182136,0
112440,0
103003,0
196067,0
264327,0
144068,0
46454,0
217842,0
11975,0
217167,0
205048,0
251380,0
93405,0
135124,0
157738,0
217378,0
65891,0
65853,0
69513,0
116937,0
205035,0
82343,0
46227,0
46287,0
127242,0
103212,0
262788,0
30871,0
1909,0
204218,0
258422,0
217772,0
65487,0
164559,0
12045,0
64981,0
93823,0
112186,0
64101,0
218891,0
126880,0
63933,0
21817,0
102339,0
170888,0
230910,0
121431,0
256715,0
117480,0
136112,0
151901,0
102034,0
112360,0
261149,0
136284,0
14234,0
219380,0
63361,0
30166,0
190095,0
177982,0
101708,0
48950,0
230260,0
25433,0
101700,0
21784,0
47935,0
9706,0
112259,0
231580,0
64888,0
117164,0
64840,0
244613,0
174919,0
135638,0
218303,0
244219,0
151743,0
151745,0
204833,0
12146,0
127078,0
182078,0
94057,0
7454,0
25770,0
64214,0
64191,0
218750,0
47770,0
178236,0
256686,0
64153,0
64140,0
204702,0
31061,0
201870,0
44840,0
126632,0
145029,0
133847,0
171143,0
243532,0
215212,0
81186,0
233466,0
67396,0
44791,0
122211,0
243309,0
243268,0
178810,0
4290,0
68351,0
134016,0
83997,0
83930,0
205346,0
187716,0
1675,0
188353,0
233870,0
68038,0
215858,0
83577,0
116209,0
171265,0
116196,0
262064,0
26616,0
92293,0
187736,0
215995,0
145524,0
92414,0
81594,0
234404,0
92513,0
67617,0
197922,0
264119,0
156972,0
7198,0
244934,0
45329,0
232882,0
45449,0
134872,0
66767,0
91361,0
80972,0
216914,0
20689,0
116681,0
157486,0
82050,0
116762,0
157514,0
152737,0
116058,0
93063,0
214783,0
152399,0
32170,0
43703,0
122819,0
234578,0
26694,0
45256,0
174549,0
181516,0
254600,0
187874,0
43933,0
171130,0
83716,0
244756,0
266266,0
205666,0
204065,0
216782,0
243164,0
56748,0
6537,0
77873,0
81242,0
98023,0
204458,0
208483,0
168858,0
176600,0
225225,0
126420,0
57899,0
203568,0
254453,0
16830,0
55691,0
205877,0
84304,0
3224,0
5488,0
86317,0
206439,0
262699,0
77566,0
56787,0
254783,0
204718,0
125647,0
207827,0
205308,0
253808,0
57200,0
83512,0
127211,0
5651,0
171877,0
169699,0
84996,0
6466,0
207612,0
202856,0
83887,0
128791,0
79455,0
171125,0
161608,0
79067,0
85214,0
79295,0
18038,0
127306,0
205089,0
139269,0
205145,0
16987,0
97528,0
97654,0
261514,0
5964,0
253554,0
78096,0
128207,0
81369,0
169883,0
128254,0
79937,0
56365,0
16738,0
129120,0
253772,0
253852,0
119513,0
169254,0
255012,0
55969,0
223964,0
97745,0
169289,0
206902,0
203089,0
171151,0
56115,0
17931,0
128735,0
121174,0
77411,0
91874,0
60631,0
68907,0
215210,0
174130,0
215373,0
91755,0
215462,0
20700,0
197637,0
60900,0
68548,0
68463,0
198031,0
91965,0
197483,0
14833,0
134378,0
175645,0
197016,0
174493,0
174507,0
67073,0
92771,0
92810,0
133782,0
60526,0
90361,0
133356,0
123198,0
173761,0
198767,0
133128,0
70481,0
90762,0
60201,0
70190,0
214213,0
90876,0
120426,0
70118,0
96097,0
198349,0
